UH,Intercepto_a,Pendiente_b,R2_modelo,RMSE_modelo
Matoc,6.355294716674493,0.8713358122226266,0.883562109546134,24.05361025478667
Pocco,2.4728114351760837,1.065209126997401,0.7820982478384715,37.439482689505894
