estacion,NSE,R2,RMSE,PBIAS
Matoc,0.6458020820319754,0.6743525032339927,21.294058249787142,-2.29160314089113
Pocco,0.5815251411061071,0.707842988469702,23.752876109079967,7.997844374565874
