estacion,NSE_val,R2_val,RMSE_val,PBIAS_val,NSE_inv,R2_inv,RMSE_inv,PBIAS_inv
Matoc,-0.9295105140591753,0.9467278495965761,31.817327389908122,133.85859427262199,0.6458020820319754,0.6743525032339927,21.294058249787142,-2.29160314089113
Pocco,-1.44807414448334,0.9217391726111709,47.79026862830617,127.30645760141365,0.5815251411061071,0.707842988469702,23.752876109079967,7.997844374565874
