estacion,NSE,R2,RMSE,PBIAS
Matoc,-0.9295105140591753,0.9467278495965761,31.817327389908122,133.85859427262199
Pocco,-1.44807414448334,0.9217391726111709,47.79026862830617,127.30645760141365
