Variable,Coeficiente,p_value,IC_inf,IC_sup,R2,R2_adj
const,-13.271001263854806,0.185759957179937,-33.00899447391229,6.4669919462026755,0.8510473163060261,0.8475562377819487
ndvi,51.27949450330151,1.237395625470236e-05,28.97262501657576,73.58636399002725,0.8510473163060261,0.8475562377819487
P_mm,0.4254692563364325,1.9143592467620107e-40,0.3826055466222139,0.4683329660506511,0.8510473163060261,0.8475562377819487
Tmed_c,0.42719744060241727,0.5583665481241505,-1.0132802914239567,1.8676751726287912,0.8510473163060261,0.8475562377819487
