Variable,Coeficiente,p_value,IC_inf,IC_sup,R2,R2_adj
const,-13.11077353495375,0.32160104632801795,-39.182365684763326,12.960818614855821,0.870855804847492,0.8678289877736052
ndvi,69.25088060666648,7.874842813834375e-05,35.6652202464996,102.83654096683337,0.870855804847492,0.8678289877736052
P_mm,0.49106526497555303,2.2360706668670016e-42,0.44380197339839605,0.53832855655271,0.870855804847492,0.8678289877736052
Tmed_c,0.42549065700138966,0.7208155355554967,-1.9251688096809754,2.7761501236837547,0.870855804847492,0.8678289877736052
