Serie,N,Media,Mediana,Desv_std,Min,Max,Meses_vacios
Matoc,114,0.1955164648820469,0.15584998533282585,0.10104559728740158,-0.0047087135791374,0.4727408193800524,18
Pocco,115,0.18375605015598032,0.1454187677986726,0.08572581347744271,0.0790115097461055,0.4173302175475112,17
