Variable,Coeficiente,p_value,IC_inf,IC_sup,R2,R2_adj
const,0.02474357664636495,0.7512009310709294,-0.12933457962018613,0.17882173291291603,0.03728931216519671,0.02236356506698267
P_mm,0.0003402858712822638,0.04302386827503006,1.0844035202922425e-05,0.0006697277073616052,0.03728931216519671,0.02236356506698267
Tmed_c,0.011404637779329197,0.04360132446403682,0.0003324456016074017,0.02247682995705099,0.03728931216519671,0.02236356506698267
