Variable,Coeficiente,p_value,IC_inf,IC_sup,R2,R2_adj
const,-12.002163161229568,0.2643172382350213,-33.18317994473004,9.178853622270907,0.8269706866642843,0.8242880616513275
P_mm,0.44291894380240726,5.852123782636109e-40,0.39763080414481594,0.4882070834599986,0.8269706866642843,0.8242880616513275
Tmed_c,1.0120215009196865,0.19067422239566845,-0.510065042877957,2.53410804471733,0.8269706866642843,0.8242880616513275
