system:index,CHIRPS,date,.geo
0,102.31358861923218,2012-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,144.2044961452484,2012-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,152.54501938819885,2012-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,106.32825040817261,2012-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,38.73203992843628,2012-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,6.791870594024658,2012-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,6.338313341140747,2012-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,10.267395496368408,2012-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,62.958473205566406,2012-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,71.67107915878296,2012-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,77.51647710800171,2012-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,100.76116108894348,2012-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,78.08735227584839,2013-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,134.3579797744751,2013-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,193.54539489746094,2013-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,98.47067070007324,2013-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,46.78831386566162,2013-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,9.338284969329834,2013-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,6.814804315567017,2013-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,10.799309730529785,2013-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,45.317745208740234,2013-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,70.99510288238525,2013-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,74.52112567424774,2013-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,79.25233173370361,2013-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,91.1442461013794,2014-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,135.38032126426697,2014-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,230.9419708251953,2014-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,71.04529285430908,2014-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,43.97571611404419,2014-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,6.66027569770813,2014-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,6.828134298324585,2014-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,10.725505352020264,2014-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,44.14048767089844,2014-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
