Variable,Coeficiente,R2
Intercept,0.039206797467216586,0.8365384546825743
ndvi,80.76940159842518,0.8365384546825743
P_mm,0.40007291181473525,0.8365384546825743
Tmed_c,-0.704146006236511,0.8365384546825743
