Variable,Coeficiente,R2
Intercept,-1.896187330302443,0.8201332205546067
ndvi,57.12737001122815,0.8201332205546067
P_mm,0.3529673957803596,0.8201332205546067
Tmed_c,-0.40363253651668657,0.8201332205546067
