estacion,NSE,R2,RMSE,PBIAS
Matoc,0.5530887733452373,0.6766572518590037,23.919167935906756,-23.891935361413267
Pocco,0.47717364157900577,0.6976261337340579,26.54973893584228,-28.707643246185555
